gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
AADACL4	chr1:12704565-12727097	18716	1575	1.83333333333	0.166666666667	0.0171649460453	0.0185430955373	0.925678563796
AADACP1	chr3:151488243-151502682	12454	1289	0.0	0.0	0.0	0.0	NA
AADAT	chr4:170981372-171011538	26566	2030	3.0	1.0	0.0197883293866	0.0863213068118	0.229240382444
AAED1	chr9:99403532-99417599	10269	1225	15.2222222222	36.7777777778	0.259755019286	5.26094110531	0.0493742496041
AAGAB	chr15:67493012-67547536	46376	3021	57.0	74.0	0.215375159807	4.29234912587	0.050176524204
AAK1	chr2:69685126-69870977	151850	21265	457.305555556	1599.69444444	0.527722638991	13.1821331454	0.0400331746896
AAMDC	chr11:77532207-77583398	40847	504	50.0	13.0	0.214498314231	4.51987953723	0.0474566440243
AAMP	chr2:219128851-219134893	3467	1793	46.5555555556	206.444444444	2.35305303769	20.1760876095	0.116625833671
AANAT	chr17:74449432-74466199	1488	846	1.0	2.0	0.117763610771	0.414260644983	0.284274193548
AAR2	chr20:34824338-34844863	16701	2486	53.8611111111	90.1388888889	0.565128066572	6.35367681714	0.088945044395
AARD	chr8:117950463-117956239	3836	1786	0.0	0.0	0.0	0.0	NA
AARS	chr16:70286296-70323412	24627	3344	29.2777777778	151.722222222	0.20832464197	7.95054629308	0.0262025569427
AARS2	chr6:44266462-44281063	9504	4782	21.7777777778	102.222222222	0.401532939982	3.74584489525	0.107194224857
AARSD1	chr17:41102542-41116515	9633	1364	0.0	0.0	0.0	0.0	NA
AASDH	chr4:57204450-57253674	26549	1687	6.0	14.0	0.0396020007144	1.45420956704	0.0272326641305
AASDHPPT	chr11:105948291-105969419	17497	2861	6.0	34.0	0.060089930672	2.08245249778	0.0288553668024
AASS	chr7:121713597-121784344	61856	5871	21.0	13.0	0.0594910325496	0.388012142184	0.153322605356
AATF	chr17:35306174-35414171	97511	2141	82.0	366.0	0.147358192736	29.9556303293	0.00491921522319
AATK	chr17:79091095-79139872	9564	5042	2.80555555556	11.1944444444	0.0514035780462	0.389057461158	0.132123357545
AATK-AS1	chr17:79139306-79156964	14641	1577	1.0	0.0	0.0119685986495	0.0	inf
ABAT	chr16:8768443-8878432	49568	4689	0.0	0.0	0.0	0.0	NA
ABCA1	chr9:107543283-107690527	127329	10502	45.1944444444	46.8055555556	0.0621973337991	0.780979141579	0.0796401984224
ABCA10	chr17:67144147-67240956	85184	6331	24.8611111111	2.13888888889	0.0511418635871	0.0592011243956	0.863866423302
ABCA11P	chr4:419223-467998	38732	1895	4.0	3.0	0.018096896915	0.277412537458	0.0652346036008
ABCA12	chr2:215796265-216003151	83999	7895	2.0	0.0	0.0041722461655	0.0	inf
ABCA13	chr7:48211056-48687091	407082	17184	82.0	12.0	0.0352976666418	0.12236889164	0.288452940685
ABCA17P	chr16:2390922-2476700	67884	4188	0.0	0.0	0.0	0.0	NA
ABCA2	chr9:139901685-139923374	12676	7940	171.75	2077.25	2.37426155121	45.8439794946	0.0517900404239
ABCA3	chr16:2325878-2390747	47215	6623	0.0	0.0	0.0	0.0	NA
ABCA4	chr1:94458393-94586705	117571	7325	6.0	0.0	0.00894262630213	0.0	inf
ABCA5	chr17:67240575-67323323	55895	8046	15.0	64.0	0.0470253831723	1.39384342294	0.0337379237857
ABCA6	chr17:67074846-67138015	53661	5296	1.0	0.0	0.00326554206645	0.0	inf
ABCA7	chr19:1040101-1065570	15655	6818	206.392063492	1256.60793651	2.3102233313	32.296603056	0.0715314650057
ABCA8	chr17:66863427-66951533	76296	5708	8.0	0.0	0.0183739386419	0.0	inf
ABCA9	chr17:66970772-67057136	65835	6301	4.0	22.0	0.0106467534186	0.611825037647	0.0174016307988
ABCB1	chr7:87133178-87342639	193654	4716	94.5277777778	92.4722222222	0.0855356225785	3.43598724003	0.0248940454673
ABCB10	chr1:229652328-229694442	34075	3857	55.9444444444	78.0555555556	0.287696875516	3.54624082078	0.0811272809874
ABCB11	chr2:169779448-169887833	99955	4775	11.0	1.0	0.0192842257126	0.0366978539954	0.525486468911
ABCB4	chr7:87031360-87105019	62303	3826	10.0	0.0	0.0281258130151	0.0	inf
ABCB5	chr7:20655244-20796637	10400	726	1.0	0.0	0.0168492550796	0.0	inf
ABCB6	chr2:220074487-220083712	5188	3018	3.47222222222	17.5277777778	0.117279360509	1.01770443574	0.115239116967
ABCB7	chrX:74273006-74376175	93655	2327	40.0	61.0	0.0748416006953	4.59353993232	0.0162927941844
ABCB8	chr7:150725508-150744869	13531	4296	81.2222222222	157.777777778	1.05186261028	6.43569726401	0.16344190336
ABCB9	chr12:123405497-123451056	28715	2032	8.0	9.0	0.0488197117403	0.776127104061	0.0629016967516
ABCC1	chr16:16043433-16236930	163098	6563	264.861111111	672.138888889	0.284566390676	17.946123985	0.0158567048191
ABCC10	chr6:43395291-43418163	11994	4652	80.8055555556	388.194444444	1.18056857937	14.6225681503	0.0807360627243
ABCC11	chr16:48200821-48269088	55684	4416	4.0	1.0	0.012587619627	0.039681216673	0.317218590618
ABCC12	chr16:48116883-48180681	56688	5168	0.0	0.0	0.0	0.0	NA
ABCC13	chr21:15646119-15673692	15387	712	0.0	0.0	0.0	0.0	NA
ABCC2	chr10:101542354-101611949	49376	5446	4.0	20.0	0.0141957431001	0.64352645181	0.0220593000648
ABCC3	chr17:48712217-48769063	26887	1780	0.0	0.0	0.0	0.0	NA
ABCC4	chr13:95672082-95953687	182205	2654	41.0	9.0	0.0394309835951	0.594231452694	0.0663562714769
ABCC5	chr3:183637723-183735727	28793	756	15.25	30.75	0.0928104697539	7.12750234717	0.0130214576205
ABCC5-AS1	chr3:183724125-183729207	3803	469	0.0	0.0	0.0	0.0	NA
ABCC6	chr16:16243421-16317328	1549	256	0.0	0.0	0.0	0.0	NA
ABCC6P1	chr16:18582569-18609607	20649	2724	0.0	0.0	0.0	0.0	NA
ABCC6P2	chr16:14916288-14918559	1546	706	0.0	0.0	0.0	0.0	NA
ABCC8	chr11:17414431-17498392	75177	4921	9.0	0.0	0.0209783614064	0.0	inf
ABCC9	chr12:21950323-22089628	115357	4532	9.0	0.0	0.0136713877394	0.0	inf
ABCD1	chrX:152990322-153010216	15320	3664	32.0	213.0	0.366020371442	10.1868094575	0.0359308155285
ABCD2	chr12:39945021-40013843	54975	5341	37.0	58.0	0.117937123322	1.90291530875	0.0619770742187
ABCD3	chr1:94883932-94984219	53227	786	33.0	18.0	0.108641560549	4.01295235484	0.027072726248
ABCD4	chr14:74751979-74769767	13237	3029	81.0833333333	135.916666667	1.07338635392	7.86298570382	0.1365112941
ABCE1	chr4:146019155-146050676	26403	4191	20.5555555556	119.444444444	0.136423751397	4.99415869429	0.0273166632756
ABCF1	chr6:30539169-30559309	13894	3350	79.1666666667	344.833333333	0.99845640916	18.037588612	0.0553542067423
ABCF2	chr7:150904922-150924460	8438	2122	22.0833333333	177.388888889	0.458605386341	14.648564857	0.0313071888487
ABCF3	chr3:183903862-183911795	5227	2572	80.5	271.5	2.6987174962	18.4974948067	0.145896378099
ABCG1	chr21:43619798-43717354	71505	2811	307.722222222	58.2777777778	0.7541131144	3.63292290637	0.207577516462
ABCG2	chr4:89011415-89152474	52565	3947	5.0	2.0	0.0166681492274	0.0887926287448	0.187719965757
ABCG4	chr11:119019749-119033374	8924	3511	0.0	0.0	0.0	0.0	NA
ABCG5	chr2:44039610-44065958	21179	2740	4.0	0.0	0.0330954724638	0.0	inf
ABCG8	chr2:44066102-44105605	32015	2665	0.0	0.0	0.0	0.0	NA
ABHD1	chr2:27346656-27353680	4470	1446	0.0	2.0	0.0	0.242368261173	0.0
ABHD10	chr3:111697722-111712215	11378	2458	7.0	44.0	0.107806799947	3.13678564867	0.0343685581425
ABHD11	chr7:73150424-73153190	1121	1270	7.69444444444	33.3055555556	1.20277862111	4.59543900133	0.261733127294
ABHD12	chr20:25275378-25371618	72342	1436	52.0	86.0	0.125958324999	10.4944106847	0.0120024200294
ABHD12B	chr14:51338877-51371688	25204	1477	3.0	0.0	0.020857671738	0.0	inf
ABHD13	chr13:108870762-108886603	10449	5302	45.0	146.0	0.754660864892	4.82533174517	0.156395643812
ABHD14A	chr3:52009041-52015216	4302	1108	0.0	0.0	0.0	0.0	NA
ABHD14A-ACY1	chr3:52009041-52023218	10968	1879	2.0	0.0	0.0319533648483	0.0	inf
ABHD14B	chr3:52002525-52008646	2996	2004	4.0	507.0	0.233954943695	44.3327106705	0.00527725330026
ABHD15	chr17:27887688-27894042	2608	3355	6.0	359.0	0.403141685954	18.7506345053	0.021500162346
ABHD16A	chr6:31654725-31671137	12200	1684	68.9444444444	125.055555556	0.990269698358	13.0129256108	0.0760989287093
ABHD17A	chr19:1876974-1885518	6828	1563	293.75	1670.25	7.53873378269	187.256346952	0.0402588959221
ABHD17B	chr9:74477367-74526148	38825	1457	24.0	44.0	0.108321289578	5.2918456585	0.0204694725751
ABHD17C	chr15:80987651-81047962	54960	2360	12.0	17.0	0.0382603172113	1.262266228	0.030310814282
ABHD2	chr15:89631380-89745591	97927	8735	73.0	339.0	0.130627451637	6.80065640626	0.0192080651974
ABHD3	chr18:19230857-19284766	38705	2064	89.0	90.3333333333	0.402936842829	7.66924103946	0.0525393374332
ABHD4	chr14:23067146-23081265	10593	2509	9.75	75.25	0.161287120275	5.2555707554	0.0306887924797
ABHD5	chr3:43732374-43764217	24635	5353	12.0	27.0	0.0853577038334	0.883854068065	0.0965744311391
ABHD6	chr3:58223258-58280461	42878	2393	13.9722222222	16.0277777778	0.0571011702274	1.17366636349	0.0486519610716
ABHD8	chr19:17402939-17414282	6795	2090	16.25	61.75	0.419061678948	5.17731656082	0.0809418690213
ABI1	chr10:27035524-27150016	100358	3188	166.138888889	406.861111111	0.290090394212	22.363610128	0.0129715369098
ABI2	chr2:204192961-204296896	51775	6038	19.0	125.0	0.0643054138818	3.6276965226	0.0177262385321
ABI3	chr17:47287588-47300587	9134	2091	0.0	0.0	0.0	0.0	NA
ABI3BP	chr3:100468178-100712334	228886	4473	13.3333333333	1.66666666667	0.010207832885	0.0652925899202	0.156339837299
ABL1	chr9:133589267-133763062	41517	5306	31.0	259.0	0.130842783382	8.5535532383	0.0152968923834
ABL2	chr1:179068461-179198819	24146	1431	0.0	0.0	0.0	0.0	NA
ABLIM1	chr10:116190868-116444414	82755	6488	163.833333333	883.166666667	0.346914193563	23.8531573093	0.0145437431643
ABLIM2	chr4:7967036-8160559	58222	685	24.0	10.0	0.0722334180871	2.55813507778	0.0282367489952
ABLIM3	chr5:148521053-148639999	111409	4335	7.0	2.0	0.011010113813	0.0808453300244	0.13618738163
ABO	chr9:136130562-136150630	16683	1579	19.9722222222	70.0277777778	0.209781064196	7.77145361655	0.0269937999436
ABR	chr17:906757-1090616	20590	3351	107.972222222	409.027777778	0.918903144382	21.3890954847	0.0429612904875
ABRA	chr8:107771710-107782472	7578	2754	2.0	3.0	0.0462476254494	0.190884807002	0.242280285036
ABRACL	chr6:139349818-139364439	12387	845	43.8611111111	112.138888889	0.620479640876	23.2548522244	0.0266817279632
ABT1	chr6:26597170-26600277	844	2263	22.8611111111	188.138888889	4.74645023951	14.5682727992	0.325807342088
ABTB1	chr3:127391780-127399769	5914	1941	173.944444444	574.055555556	5.15398661936	51.8253726164	0.0994490991413
ABTB2	chr11:34172533-34379555	186562	4903	24.0	16.0	0.0225425009802	0.571836843819	0.0394212111791
AC093375.1	chr2:156877046-157111432	213864	1746	58.0	6.0	0.0475230551379	0.60217269013	0.0789193132084
ACAA1	chr3:38164200-38178733	11227	1497	53.8333333333	249.166666667	0.840236597242	29.1663569336	0.0288084178341
ACAA2	chr18:47309873-47340251	25768	1934	11.6388888889	79.3611111111	0.0791488947692	7.19060304391	0.0110072679977
ACACA	chr17:35441926-35766902	190172	9138	51.8333333333	62.1666666667	0.0477613516794	1.19212136691	0.0400641688047
ACACB	chr12:109577201-109706030	104772	9249	55.0	196.0	0.0919880684299	3.7134308092	0.0247717200498
ACAD10	chr12:112123856-112194911	52202	4014	46.0	117.0	0.154413310411	5.10766656225	0.0302316740001
ACAD11	chr3:132276981-132378975	80524	3556	0.0	0.0	0.0	0.0	NA
ACAD8	chr11:134123433-134135746	9205	2201	69.0555555556	73.9444444444	1.31458561328	5.88707477697	0.223300308402
ACAD9	chr3:128598332-128631957	27579	2575	65.0	64.0	0.412998891686	4.35528706058	0.0948270196526
ACADL	chr2:211052715-211090215	33429	2490	1.0	0.0	0.00524192326507	0.0	inf
ACADM	chr1:76190031-76229363	23909	2352	6.0	89.0	0.0439748009941	6.63081228813	0.00663188747973
ACADS	chr12:121163570-121177811	9375	1917	23.9444444444	75.0555555556	0.447556153889	6.86080025417	0.0652338119911
ACADSB	chr10:124768428-124817806	39550	5941	35.5277777778	187.472222222	0.157411189329	5.52957075285	0.0284671625276
ACADVL	chr17:7120443-7128586	3070	2010	241.194444444	925.805555556	13.7671159184	80.7119369058	0.170571001592
ACAN	chr15:89346673-89418585	60501	8543	11.0	2.0	0.0318598829954	0.0410235872241	0.776623526884
ACAP1	chr17:7239847-7254793	10356	2508	507.223484848	2327.77651515	8.58264908625	162.640160618	0.052770785848
ACAP2	chr3:194995464-195163817	142944	7170	130.0	363.0	0.159364456484	8.87159104275	0.0179634583826
ACAP3	chr1:1227763-1243269	11569	3759	152.305555556	469.694444444	2.30692761848	21.8956146956	0.105360258232
ACAT1	chr11:107992257-108018891	20210	2134	36.8774509804	66.1225490196	0.319748580596	5.42961725746	0.0588897090594
ACAT2	chr6:160182988-160200087	13697	1551	25.0	18.0	0.319836922005	2.03364316628	0.15727288214
ACBD3	chr1:226332379-226374423	32560	3565	40.9166666667	143.083333333	0.220206378323	7.03304764155	0.0313102355546
ACBD4	chr17:43209966-43221543	4716	928	22.0555555556	55.9444444444	0.81951753337	10.5638696479	0.0775773992569
ACBD5	chr10:27484142-27531068	33634	3444	20.0	108.0	0.104199472455	5.49508806777	0.0189622934464
ACBD6	chr1:180257351-180472022	186085	1616	0.0	0.0	0.0	0.0	NA
ACBD7	chr10:15117473-15130775	8210	3370	1.0	42.0	0.0213437579571	2.18390344771	0.00977321501073
ACCS	chr11:44087728-44105569	14798	1794	122.611111111	101.388888889	1.45191385469	9.90334638334	0.146608408763
ACCSL	chr11:44069530-44081527	9041	1820	1.0	0.0	0.0193819547426	0.0	inf
ACD	chr16:67691414-67694718	1238	2018	14.3518518519	268.648148148	2.03142757048	23.3279584827	0.0870812408204
ACE	chr17:61554421-61575741	9852	2891	0.0	0.0	0.0	0.0	NA
ACE2	chrX:15579155-15620192	36193	3507	1.0	0.0	0.00484160618981	0.0	inf
ACER1	chr19:6306509-6333640	18756	1088	14.0	3.0	0.130798226679	0.483177167724	0.270704485676
ACER2	chr9:19408924-19452500	33650	2852	14.0	12.0	0.0729049491706	0.737302606569	0.0988806339772
ACER3	chr11:76571916-76734850	133417	4387	39.0	39.0	0.0512232913368	1.55779755192	0.0328818666287
ACHE	chr7:100487614-100493592	2914	1940	0.805555555556	0.194444444444	0.0484417689698	0.0175633701288	2.75811354054
ACIN1	chr14:23527773-23564823	9508	2273	389.694444444	1051.30555556	7.18206093968	81.0482362123	0.0886146482062
ACKR2	chr3:42850963-42908775	45548	2960	6.0	16.0	0.0230831983175	0.947201366637	0.0243698954949
ACKR3	chr2:237478379-237490994	10512	2100	0.0	7.0	0.0	0.584107509426	0.0
ACLY	chr17:40023178-40075272	40368	4323	59.75	751.25	0.25936700125	30.4518227937	0.00851728985183
ACMSD	chr2:135596185-135659602	57562	1250	6.0	0.0	0.0182654097663	0.0	inf
ACN9	chr7:96745904-96811075	53347	2057	5.0	36.0	0.0164238151	3.06677739514	0.00535539851246
ACO1	chr9:32384600-32450832	56874	3548	39.5277777778	25.4722222222	0.12178748724	1.25804816362	0.0968066968829
ACO2	chr22:41865128-41924993	48744	2741	90.25	266.75	0.324444256067	17.0533394534	0.0190252622926
ACOT1	chr14:74003927-74010498	3963	1603	0.0	0.0	0.0	0.0	NA
ACOT11	chr1:55013806-55100417	51314	1805	5.0	1.0	0.0170745072327	0.0970815805141	0.175877928051
ACOT12	chr5:80625946-80689988	52977	1989	0.0	0.0	0.0	0.0	NA
ACOT13	chr6:24667262-24705295	24825	4104	16.5277777778	41.4722222222	0.116664641863	1.770777517	0.0658832861511
ACOT2	chr14:74034323-74042362	3913	1073	4.0	21.0	0.179128293205	3.42952218955	0.0522312681781
ACOT4	chr14:74058409-74062470	2043	1632	1.0	6.0	0.0857720278159	0.644236223632	0.133137542829
ACOT6	chr14:74083547-74086592	1609	1004	0.0	0.0	0.0	0.0	NA
ACOT7	chr1:6324331-6453826	84184	1295	18.0	56.0	0.0374676963663	7.5776109331	0.00494452627578
ACOT8	chr20:44470359-44486048	12386	1171	27.3333333333	42.6666666667	0.386701241506	6.38477892456	0.0605661129501
ACOT9	chrX:23721776-23761407	30494	1700	36.1388888889	98.8611111111	0.207670325792	10.1903854218	0.0203790452663
ACOX1	chr17:73937588-73975515	22171	7423	10.1944444444	83.8055555556	0.0805735179437	1.97836943278	0.0407272355753
ACOX2	chr3:58490862-58522929	27251	2309	2.0	0.0	0.0128606108273	0.0	inf
ACOX3	chr4:8368008-8442452	64193	2806	79.0	30.0	0.215651986562	1.87347383636	0.115108085513
ACOXL	chr2:111490149-111875799	361151	2373	45.0	0.0	0.0218342227413	0.0	inf
ACP1	chr2:264868-278282	6955	213	9.88888888889	92.1111111111	0.249152016961	75.7785798614	0.00328789504127
ACP2	chr11:47260852-47270457	2324	621	4.0	12.0	0.301604565969	3.38613048943	0.0890705679862
ACP5	chr19:11685474-11689801	1391	1415	4.0	49.0	0.503902955652	6.06811334881	0.0830411244296
ACP6	chr1:147119167-147142634	20276	1808	0.0	0.0	0.0	0.0	NA
ACPP	chr3:132036210-132087146	35308	1129	5.0	0.0	0.0248148086592	0.0	inf
ACPT	chr19:51293671-51298481	3343	1347	8.05555555556	5.94444444444	0.422253409447	0.773317291619	0.5460286664
ACR	chr22:51176651-51183727	5034	1370	0.0	0.0	0.0	0.0	NA
ACRBP	chr12:6747241-6756580	6941	1886	2.0	9.0	0.0504919328131	0.836209053792	0.0603819494469
ACRC	chrX:70797873-70833433	28429	3178	0.0	0.0	0.0	0.0	NA
ACRV1	chr11:125542228-125550793	6676	908	0.0	0.0	0.0	0.0	NA
ACSBG1	chr15:78463186-78527049	52603	2968	6.0	0.0	0.0199873299425	0.0	inf
ACSBG2	chr19:6135643-6193114	46523	2370	8.0	0.0	0.0301325800706	0.0	inf
ACSF2	chr17:48503518-48552206	5375	774	0.0	0.0	0.0	0.0	NA
ACSF3	chr16:89160216-89222254	15931	2004	95.0	64.0	1.04494783872	5.59623961127	0.186723212604
ACSL1	chr4:185676748-185747268	42399	3479	24.3611111111	29.6388888889	0.100682855289	1.49286843096	0.0674425509983
ACSL3	chr2:223725731-223808119	70854	4254	76.3055555556	61.6944444444	0.188714743039	2.54133908955	0.0742579940688
ACSL4	chrX:108884563-108976621	72378	5023	43.0	87.0	0.104106038736	3.03507983198	0.0343009227101
ACSL5	chr10:114133915-114188138	42640	3103	63.8333333333	216.166666667	0.26232783315	12.2073387001	0.0214893548541
ACSL6	chr5:131285666-131347761	45157	6155	25.0	100.0	0.0970127847443	2.84699029777	0.0340755586066
ACSM1	chr16:20634558-20702578	57776	2051	9.0	0.0	0.0272966331254	0.0	inf
ACSM2A	chr16:20462858-20498991	30624	2964	1.0	0.0	0.00572205632275	0.0	inf
ACSM2B	chr16:20548082-20587695	34119	2406	4.0	1.0	0.020543656359	0.0728313602776	0.282071573024
ACSM3	chr16:20775311-20808479	19329	1411	1.0	1.0	0.00906576919799	0.124190115399	0.0729991204925
ACSM4	chr12:7456927-7480969	20973	1743	2.0	1.0	0.0167102706173	0.100534855323	0.166213703333
ACSM5	chr16:20420855-20452281	26622	2419	4.0	0.0	0.0263289388968	0.0	inf
ACSS1	chr20:24986865-25038818	22484	1921	83.1428571429	196.857142857	0.647985685985	17.9571684686	0.036085070267
ACSS2	chr20:33462765-33515769	41384	2680	23.5	34.5	0.0995060395674	2.25578832931	0.0441114258258
ACSS3	chr12:81471808-81649582	162720	3033	8.0	0.0	0.00861515500629	0.0	inf
ACTA1	chr1:229566992-229569843	1359	1492	0.0	1.0	0.0	0.117447890635	0.0
ACTA2	chr10:90694830-90751147	15988	1306	26.75	32.25	0.293186312431	4.32713641171	0.0677552738197
ACTB	chr7:5566778-5570232	1642	1812	777.888888889	14855.1111111	83.0153608099	1436.58641612	0.0577865416785
ACTC1	chr15:35080296-35087927	3925	3693	0.0	0.0	0.0	0.0	NA
ACTG1	chr17:79476996-79479892	791	1837	10.1111111111	5496.88888889	2.23994030163	524.350693274	0.00427183625457
ACTG2	chr2:74120092-74146780	22935	1202	1.0	0.0	0.00764038599642	0.0	inf
ACTL6A	chr3:179280707-179306193	21705	1714	31.0	51.0	0.250274122906	5.21402852638	0.0480001445407
ACTL6B	chr7:100240725-100254084	9420	1531	2.0	1.0	0.0372042999635	0.114456076308	0.325053078556
ACTL8	chr1:18081807-18153558	66624	1861	4.0	0.0	0.0105206683974	0.0	inf
ACTN1	chr14:69340839-69446083	96740	3644	13.5555555556	55.4444444444	0.02455417137	2.66620606663	0.00920940495836
ACTN1-AS1	chr14:69446398-69454180	6596	599	0.0	0.0	0.0	0.0	NA
ACTN2	chr1:236849753-236927927	64331	4827	7.0	0.0	0.0190674133745	0.0	inf
ACTN3	chr11:66313865-66330800	11948	2695	4.0	0.0	0.0586649657944	0.0	inf
ACTN4	chr19:39138266-39221171	72339	3954	365.794444444	2869.20555556	0.886091659712	127.156639688	0.00696850484478
ACTR10	chr14:58666832-58702353	27490	2441	25.3055555556	67.6944444444	0.161307730413	4.85958623676	0.0331937170274
ACTR1A	chr10:104238985-104262512	17531	2873	23.9722222222	262.027777778	0.239615909263	15.9818022289	0.0149930468311
ACTR1B	chr2:98272401-98280561	5902	2258	76.1388888889	496.861111111	2.26058777157	38.5589423572	0.0586268095901
ACTR2	chr2:65454828-65498390	33247	3922	90.0	1487.0	0.474355663805	66.4381335939	0.00713981019853
ACTR3	chr2:114647510-114719129	60317	5185	97.0	648.0	0.281803281402	21.8998071037	0.012867843085
ACTR3B	chr7:152456833-152552464	85547	1826	21.0	17.0	0.0430158545523	1.63140651592	0.0263673426166
ACTR3C	chr7:149944300-150020758	51370	1080	3.0	2.0	0.0102335362757	0.324504171904	0.0315359159042
ACTR5	chr20:37377096-37401089	20601	2479	64.6944444444	56.3055555556	0.550291405536	3.98005217698	0.138262359654
ACTR6	chr12:100593864-100618202	18970	1775	10.4166666667	33.5833333333	0.0962222439092	3.31542713097	0.0290225784215
ACTR8	chr3:53901093-53916229	10430	3628	7.0	96.0	0.117605538811	4.6367961057	0.0253635346756
ACTRT3	chr3:169484710-169487683	719	2003	0.0	1.0	0.0	0.0874848990654	0.0
ACVR1	chr2:158592957-158732374	128199	2797	99.9722222222	112.027777778	0.136649722074	7.01854840161	0.0194697983479
ACVR1B	chr12:52345450-52390863	35619	4396	20.8055555556	60.1944444444	0.102355607157	2.39945589348	0.0426578406528
ACVR1C	chr2:158383278-158485399	50016	8089	7.0	27.0	0.0245246675023	0.584901820541	0.0419295455084
ACVR2A	chr2:148602085-148688396	78286	4977	76.0	28.0	0.170115361813	0.985835458947	0.172559589199
ACVR2B	chr3:38495789-38534633	26216	11373	17.0	83.0	0.11363092379	1.27884260835	0.0888545025387
ACVR2B-AS1	chr3:38492517-38496311	1277	2517	6.0	8.0	0.82333086685	0.556955908869	1.47826938136
ACVRL1	chr12:52301201-52317145	6548	3985	0.0	4.0	0.0	0.175891847255	0.0
ACY1	chr3:52017299-52023218	4013	1157	0.0	0.0	0.0	0.0	NA
ACY3	chr11:67410025-67418130	6451	1300	1.0	4.0	0.0271635797284	0.539176162547	0.0503797860797
ACYP1	chr14:75519927-75530736	8820	607	17.0	70.0	0.337749240144	20.2080027973	0.0167136378361
ACYP2	chr2:54342409-54532435	173430	1222	38.0	15.0	0.0383948890472	2.15096873357	0.0178500451671
ADA	chr20:43248162-43280376	27442	1532	53.7777777778	171.222222222	0.343400668759	19.5846316803	0.0175341908066
ADAD1	chr4:123300120-123350947	42854	1730	16.0	1.0	0.0654248388773	0.101290319554	0.645914033696
ADAD2	chr16:84224722-84230772	3566	2058	0.0	0.0	0.0	0.0	NA
ADAL	chr15:43622553-43646753	15826	1482	1.0	9.0	0.0110724284613	1.06416347871	0.0104048190741
ADAM10	chr15:58887402-59042177	139582	5034	137.888888889	412.111111111	0.173106708888	14.3454824027	0.0120669841576
ADAM11	chr17:42836567-42859214	16790	4402	4.52777777778	5.47222222222	0.0472550744672	0.217835035887	0.216930551482
ADAM12	chr10:127700953-128077127	325471	2517	128.388888889	48.6111111111	0.0691240517222	3.38428069625	0.0204250350152
ADAM15	chr1:155023747-155035252	4849	1955	0.0	0.0	0.0	0.0	NA
ADAM17	chr2:9629410-9695917	54747	3553	133.333333333	89.6666666667	0.426768596947	4.42231691629	0.0965033951717
ADAM18	chr8:39442086-39587583	24003	577	2.0	0.0	0.0146008626278	0.0	inf
ADAM19	chr5:156904311-157002831	83833	6529	738.666666667	1608.33333333	1.54400085991	43.1661622451	0.035768777663
ADAM2	chr8:39601254-39695808	81914	2425	10.0	0.0	0.021392222676	0.0	inf
ADAM20	chr14:70989077-71001732	8985	2792	5.0	1.0	0.0975137745286	0.0627622682048	1.55370061213
ADAM20P1	chr14:70935595-70950473	4928	3036	3.0	2.0	0.106675478588	0.115436266685	0.924107142857
ADAM21	chr14:70918873-70926622	4822	2664	0.0	0.0	0.0	0.0	NA
ADAM22	chr7:87563565-87832204	214762	2683	23.0	8.0	0.0187665500184	0.52249646762	0.0359170849592
