gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
ABHD11	chr7:73150424-73153190	1121	1270	42.75	190.25	1.43256589617	5.62736449451	0.2545713713
ABHD12	chr20:25275378-25371618	72342	1436	260.694444444	232.305555556	0.135370915654	6.07700029912	0.0222759435562
ABHD12B	chr14:51338877-51371688	25204	1477	16.0	10.0	0.0238470473115	0.254333522528	0.0937628947786
ABHD13	chr13:108870762-108886603	10449	5302	455.027777778	596.972222222	1.63586432722	4.22959224985	0.386766437659
ABHD14A	chr3:52009041-52015216	4302	1108	0.0	0.0	0.0	0.0	NA
ABHD14A-ACY1	chr3:52009041-52023218	10968	1879	8.0	0.0	0.0273997529376	0.0	inf
ABHD14B	chr3:52002525-52008646	2996	2004	30.8611111111	1947.13888889	0.386949108805	36.4991974435	0.0106015785526
ABHD15	chr17:27887688-27894042	2608	3355	36.0	468.0	0.518536121928	5.24007412156	0.0989558754129
ABHD16A	chr6:31654725-31671137	12200	1684	221.138888889	381.861111111	0.680909500978	8.51819242183	0.0799359144827
ABHD17A	chr19:1876974-1885518	6828	1563	975.388888889	3281.61111111	5.3662190071	78.8700719627	0.068038723353
ABHD17B	chr9:74477367-74526148	36090	1457	216.0	216.0	0.224828296922	5.56901388876	0.0403712939873
ABHD17C	chr15:80987651-81047962	54960	2360	54.0	24.0	0.0369089030019	0.382017572313	0.096615720524
ABHD2	chr15:89631380-89745591	97927	8735	421.194444444	1551.80555556	0.161571324714	6.67357421696	0.0242106133028
ABHD3	chr18:19230857-19284766	38705	2064	636.833333333	539.361111111	0.618077333424	9.81644049882	0.0629634879872
ABHD4	chr14:23067146-23081265	10593	2509	41.75	194.25	0.14805449904	2.90833525434	0.050906957449
ABHD5	chr3:43732374-43764217	24635	5353	51.5	106.5	0.0785305725914	0.7473713854	0.105075701486
ABHD6	chr3:58223258-58280461	41420	2393	79.2777777778	53.7222222222	0.0718994345766	0.843325770889	0.0852570110608
ABHD8	chr19:17402939-17414282	6795	2090	119.472222222	200.527777778	0.660482906362	3.60422883256	0.183252212067
ABI1	chr10:27035524-27150016	100358	3188	1671.72222222	1801.27777778	0.625743316095	21.2249404328	0.0294815110589
ABI2	chr2:204192961-204296896	51775	6038	185.472222222	1046.52777778	0.134568332072	6.51091091434	0.0206681267556
ABI3	chr17:47287588-47300587	9134	2091	0.0	0.0	0.0	0.0	NA
ABI3BP	chr3:100468178-100712334	228886	4473	184.444444444	4.55555555556	0.030271256686	0.0382583777324	0.791232103403
ABL1	chr9:133589267-133763062	41517	5306	266.777777778	990.222222222	0.24138361562	7.01050856692	0.0344316839949
ABL2	chr1:179068461-179198819	24146	1431	0.0	0.0	0.0	0.0	NA
ABLIM1	chr10:116190868-116444414	82755	6488	3392.75238095	10971.247619	1.5400755373	63.5227480116	0.024244472815
ABLIM2	chr4:7967036-8160559	58222	685	96.1944444444	21.8055555556	0.0620650304027	1.19580588414	0.0519022620862
ABLIM3	chr5:148521053-148639999	111409	4335	55.0	0.0	0.0185449862243	0.0	inf
ABO	chr9:136130562-136150630	16683	1579	367.5	711.5	0.827498652488	16.9268784667	0.0488866659093
ABR	chr17:906757-1090616	21585	3351	333.416666667	1163.58333333	0.580255617987	13.0438911424	0.044484855911
ABRA	chr8:107771710-107782472	7578	2754	24.0	15.0	0.118970898741	0.204602730269	0.581472684086
ABRACL	chr6:139349818-139364439	12387	845	245.472222222	544.527777778	0.744423917792	24.2073601651	0.0307519660432
ABT1	chr6:26597170-26600277	844	2263	109.416666667	573.583333333	4.86995709491	9.52129609562	0.511480479759
ABTB1	chr3:127391780-127399769	5914	1941	1031.80555556	2093.19444444	6.55391256693	40.5105500109	0.161782858173
ABTB2	chr11:34172533-34379555	186562	4903	232.472222222	41.5277777778	0.0468092820246	0.318171225156	0.147119784329
AC093375.1	chr2:156877046-157111432	213864	1746	644.0	25.0	0.11311814734	0.537873156894	0.210306362922
ACAA1	chr3:38164200-38178733	11227	1497	155.222222222	834.777777778	0.519366909183	20.9475473449	0.0247936858971
ACAA2	chr18:47309873-47340251	25768	1934	135.305555556	403.694444444	0.197250911426	7.8411616044	0.0251558278451
ACACA	chr17:35441926-35766902	190172	9138	498.0	514.0	0.0983709511188	2.11298331108	0.0465554794509
ACACB	chr12:109577201-109706030	103141	9249	444.25	1358.75	0.16180062703	5.51859952543	0.0293191463313
ACAD10	chr12:112123856-112194911	52202	4014	364.861111111	767.138888889	0.26255756478	7.17927737155	0.036571586692
ACAD11	chr3:132276981-132378975	80524	3556	0.0	0.0	0.0	0.0	NA
ACAD8	chr11:134123433-134135746	9205	2201	437.972222222	374.027777778	1.78733876867	6.3836330721	0.279987704256
ACAD9	chr3:128598332-128631957	27579	2575	290.083333333	347.916666667	0.395119409414	5.07553821467	0.0778477853387
ACADL	chr2:211052715-211090215	33429	2490	16.0	0.0	0.0179796278812	0.0	inf
ACADM	chr1:76190031-76229363	30860	2352	133.861111111	304.138888889	0.162945587866	4.85756632567	0.0335446964472
ACADS	chr12:121163570-121177811	9375	1917	135.944444444	195.055555556	0.544721214494	3.82226077045	0.14251283395
ACADSB	chr10:124768428-124817806	39550	5941	409.166666667	1348.83333333	0.388631375626	8.52870002015	0.0455674809418
ACADVL	chr17:7120443-7128586	3070	2010	1009.16666667	3062.83333333	12.3483412614	57.2415531588	0.215723378909
ACAN	chr15:89346673-89418585	60501	8543	96.5555555556	19.4444444444	0.0599513290875	0.0855006141942	0.701180098558
ACAP1	chr17:7239847-7254793	10356	2508	1752.5146764	8045.4853236	6.35702213292	120.506040346	0.0527527260432
ACAP2	chr3:194995464-195163817	142944	7170	1108.11111111	2432.88888889	0.291206778816	12.7463905429	0.022846215
ACAP3	chr1:1227763-1243269	11569	3759	422.305555556	955.694444444	1.37124505768	9.55060398193	0.143576789517
ACAT1	chr11:107992257-108018891	20210	2134	401.171568627	273.828431373	0.745672170127	4.82023514715	0.15469622277
ACAT2	chr6:160182988-160200087	13697	1551	198.416666667	173.583333333	0.544172756209	4.20417056957	0.129436412535
ACBD3	chr1:226332379-226374423	32560	3565	268.666666667	594.333333333	0.309965595717	6.26259974359	0.0494947159978
ACBD4	chr17:43209966-43221543	4716	928	158.305555556	295.694444444	1.26097495653	11.9695904364	0.105348212475
ACBD5	chr10:27484142-27531068	33634	3444	179.0	427.0	0.199921090821	4.6574567844	0.0429249481155
ACBD6	chr1:180257351-180472022	186085	1616	0.0	0.0	0.0	0.0	NA
ACBD7	chr10:15117473-15130775	8210	3370	10.0	245.0	0.0457552512515	2.73099110177	0.0167540828755
ACCS	chr11:44087728-44105569	14798	1794	818.972222222	563.027777778	2.07897970755	11.7893940764	0.176343219513
ACCSL	chr11:44069530-44081527	9041	1820	10.0	1.0	0.0415496751216	0.020640143559	2.01305165358
ACD	chr16:67691414-67694718	1238	2018	34.787037037	553.212962963	1.05555507105	10.2980569144	0.102500411468
ACE	chr17:61554421-61575741	9852	2891	0.0	0.0	0.0	0.0	NA
ACE2	chrX:15579155-15620192	36193	3507	10.0	0.0	0.0103790957581	0.0	inf
ACER1	chr19:6306509-6333640	18756	1088	182.0	53.0	0.36451488337	1.82991566885	0.199197640403
ACER2	chr9:19408924-19452500	33650	2852	121.611111111	53.3888888889	0.135760143861	0.703210688165	0.193057566026
ACER3	chr11:76571916-76734850	133417	4387	529.166666667	229.833333333	0.148992843935	1.96801988837	0.0757069808166
ACHE	chr7:100487614-100493592	2914	1940	0.25	0.75	0.0032228089634	0.0145225752361	0.221917181423
ACIN1	chr14:23527773-23564823	9508	2273	2066.18181818	3099.81818182	8.16325690054	51.2295908266	0.159346517683
ACKR2	chr3:42850963-42908775	45548	2960	92.0	66.0	0.07587568362	0.837599339294	0.0905870862839
ACKR3	chr2:237478379-237490994	10512	2100	12.0	58.0	0.0428824900427	1.03751121623	0.0413320736892
ACLY	chr17:40023178-40075272	40368	4323	323.5	2139.5	0.301037884544	18.5913598434	0.0161923542484
ACMSD	chr2:135596185-135659602	57562	1250	101.055555556	1.94444444444	0.065949031251	0.0584345397649	1.12859674289
ACN9	chr7:96745904-96811075	53347	2057	133.0	163.0	0.0936538727557	2.97671608567	0.0314621448806
ACO1	chr9:32384600-32450832	56874	3548	469.25	164.75	0.309937845139	1.74431900943	0.177684152648
ACO2	chr22:41865128-41924993	48744	2741	523.777777778	1071.22222222	0.403654692228	14.6809662238	0.0274951039376
ACOT1	chr14:74003927-74010498	3963	1603	0.0	0.0	0.0	0.0	NA
ACOT11	chr1:55013806-55100417	51314	1805	41.1666666667	6.83333333333	0.0301365778525	0.142213066701	0.211911454773
ACOT12	chr5:80625946-80689988	52977	1989	0.0	0.0	0.0	0.0	NA
ACOT13	chr6:24667262-24705295	24825	4104	170.0	235.0	0.257243118516	2.15102080902	0.119591180819
ACOT2	chr14:74034323-74042362	3913	1073	27.0	57.0	0.259201802834	1.99553447606	0.129890916917
ACOT4	chr14:74058409-74062470	2043	1632	6.19444444444	25.8055555556	0.113898524295	0.593987301313	0.191752456734
ACOT6	chr14:74083547-74086592	1609	1004	0.0	0.0	0.0	0.0	NA
ACOT7	chr1:6324331-6453826	84184	1295	96.9722222222	99.0277777778	0.0432714942268	2.87257493467	0.0150636607263
ACOT8	chr20:44470359-44486048	10823	1171	207.638888889	188.805555556	0.720684429889	6.05678246282	0.118987999703
ACOT9	chrX:23721776-23761407	30494	1700	80.9722222222	188.027777778	0.0997483599904	4.15486764358	0.0240075902645
ACOX1	chr17:73937588-73975515	22171	7423	86.3611111111	528.638888889	0.146324497356	2.67524616122	0.0546957134177
ACOX2	chr3:58490862-58522929	27251	2309	18.0	2.0	0.0248127079004	0.0325379482698	0.762577520091
ACOX3	chr4:8368008-8442452	64193	2806	387.222222222	188.777777778	0.226598328568	2.52724475768	0.0896622014467
ACOXL	chr2:111490149-111875799	357800	2373	347.861111111	1.13888888889	0.0365215873531	0.0180288372943	2.02573170732
ACP1	chr2:264868-278282	6955	213	74.9166666667	272.083333333	0.404636833075	47.9851037053	0.00843255097581
ACP2	chr11:47260852-47270457	2324	621	27.8055555556	50.1944444444	0.44944810598	3.03632428558	0.148023749675
ACP5	chr19:11685474-11689801	1391	1415	27.9444444444	316.055555556	0.754661946743	8.39056276433	0.0899417557487
ACP6	chr1:147119167-147142634	20276	1808	0.0	0.0	0.0	0.0	NA
ACPP	chr3:132036210-132087146	35308	1129	26.0	2.0	0.0276620480688	0.0665457241407	0.415684830633
ACPT	chr19:51293671-51298481	3343	1347	41.3333333333	6.66666666667	0.464459826344	0.185919630178	2.49817529165
ACR	chr22:51176651-51183727	5034	1370	0.0	2.0	0.0	0.0548395055145	0.0
ACRBP	chr12:6747241-6756580	6941	1886	23.0	70.0	0.124477223654	1.39424935812	0.0892790252537
ACRC	chrX:70797873-70833433	28429	3178	0.0	0.0	0.0	0.0	NA
ACRV1	chr11:125542228-125550793	6676	908	1.0	1.0	0.00562688155744	0.0413712128606	0.136009586579
ACSBG1	chr15:78463186-78527049	52058	2968	46.2222222222	13.5555555556	0.0333539630827	0.171568488913	0.194406113232
ACSBG2	chr19:6135643-6193114	46523	2370	117.416666667	5.58333333333	0.0948082513666	0.0884971556114	1.07131410848
ACSF2	chr17:48503518-48552206	5375	774	0.0	0.0	0.0	0.0	NA
ACSF3	chr16:89160216-89222254	15931	2004	684.0	343.0	1.61286183628	6.42954891126	0.250851476292
ACSL1	chr4:185676748-185747268	42399	3479	186.305555556	176.694444444	0.165064732913	1.90788664356	0.0865170546008
ACSL3	chr2:223725731-223808119	70854	4254	580.694444444	378.305555556	0.307870019886	3.34063737095	0.0921590659804
ACSL4	chrX:108884563-108976621	72378	5023	394.222222222	437.777777778	0.204606122506	3.2739695497	0.0624948153609
ACSL5	chr10:114133915-114188138	42640	3103	552.611111111	1061.38888889	0.486840296705	12.8492228973	0.0378886957286
ACSL6	chr5:131285666-131347761	53424	6155	229.222222222	793.777777778	0.161177501197	4.84456715888	0.0332697423549
ACSM1	chr16:20634558-20702578	57776	2051	71.3055555556	15.6944444444	0.0463617689675	0.287451373608	0.161285605929
ACSM2A	chr16:20462858-20498991	30624	2964	26.0	6.0	0.0318930117951	0.0760426341649	0.419409613375
ACSM2B	chr16:20548082-20587695	34119	2406	62.0	1.0	0.0682620768253	0.0156130761752	4.37210938187
ACSM3	chr16:20775311-20808479	19329	1411	14.4166666667	25.5833333333	0.0280181575224	0.681105233415	0.0411363121994
ACSM4	chr12:7456927-7480969	20973	1743	13.5833333333	1.41666666667	0.024329316217	0.0305319392674	0.796848048331
ACSM5	chr16:20420855-20452281	26622	2419	43.0	1.0	0.0606752924247	0.0155291696062	3.9071820299
ACSS1	chr20:24986865-25038818	22484	1921	507.25	738.75	0.847486093799	14.4462202076	0.0586649020729
ACSS2	chr20:33462765-33515769	41384	2680	418.583333333	414.416666667	0.379956228648	5.80880129766	0.065410436539
ACSS3	chr12:81471808-81649582	162720	3033	146.0	10.0	0.0337051311855	0.123854471736	0.272134955752
ACTA1	chr1:229566992-229569843	1359	1492	0.0	4.0	0.0	0.100710620047	0.0
ACTA2	chr10:90694830-90751147	15988	1306	329.111111111	58.8888888889	0.773272395295	1.69384741169	0.456518332145
ACTB	chr7:5566778-5570232	1642	1812	1451.60294118	41196.3970588	33.2092286454	854.053631305	0.0388842426613
ACTC1	chr15:35080296-35087927	3925	3693	0.0	0.0	0.0	0.0	NA
ACTG1	chr17:79476996-79479892	791	1837	44.6944444444	16959.3055556	2.1225657956	346.803131419	0.00612037667281
ACTG2	chr2:74120092-74146780	22935	1202	26.0	2.0	0.042585201361	0.0625042616929	0.68131676477
ACTL6A	chr3:179280707-179306193	21705	1714	264.0	317.0	0.456907448848	6.94756384186	0.0657651313825
ACTL6B	chr7:100240725-100254084	9420	1531	13.6944444444	0.305555555556	0.0546106841525	0.00749719997917	7.28414398765
ACTL8	chr1:18081807-18153558	66624	1861	45.0	0.0	0.0253726548614	0.0	inf
ACTN1	chr14:69340839-69446083	96740	3644	2100.83333333	4380.16666667	0.815773546624	45.15401461	0.0180664677033
ACTN1-AS1	chr14:69446398-69454180	6596	599	19.0	8.0	0.108207423328	0.50170365646	0.21567995755
ACTN2	chr1:236849753-236927927	64331	4827	63.0833333333	4.91666666667	0.0368365062295	0.0382628723046	0.96272192888
ACTN3	chr11:66313865-66330800	11948	2695	12.8333333333	2.16666666667	0.0403485899783	0.0302007295366	1.3360137519
ACTN4	chr19:39138266-39221171	72339	3954	250.805555556	1638.19444444	0.130241309158	15.5637012367	0.00836827353449
ACTR10	chr14:58666832-58702353	27490	2441	297.472222222	439.527777778	0.406495534962	6.76398521318	0.0600970466598
ACTR1A	chr10:104238985-104262512	17531	2873	146.166666667	694.833333333	0.313202885748	9.08508762418	0.0344743935011
ACTR1B	chr2:98272401-98280561	5902	2258	338.222222222	1935.77777778	2.15271746919	32.2044334994	0.0668453760949
ACTR2	chr2:65454828-65498390	33247	3922	616.821428571	5904.17857143	0.696933099574	56.5504410578	0.0123240966213
ACTR3	chr2:114647510-114719129	60317	5185	958.611111111	3420.38888889	0.597017178078	24.7805435301	0.0240921744655
ACTR3B	chr7:152456833-152552464	85547	1826	93.7222222222	73.2777777778	0.0411549326199	1.50749409228	0.0273002281274
ACTR3C	chr7:149944300-150020758	51370	1080	92.0	11.0	0.0672763410069	0.382607105604	0.175836622011
ACTR5	chr20:37377096-37401089	20601	2479	444.861111111	285.138888889	0.811185617147	4.32079864207	0.187739740808
ACTR6	chr12:100593864-100618202	18970	1775	107.305555556	303.694444444	0.212490235628	6.42721150151	0.0330610305228
ACTR8	chr3:53901093-53916229	10430	3628	31.1388888889	349.861111111	0.112150936646	3.62253419997	0.0309592485414
ACTRT3	chr3:169484710-169487683	719	2003	0.0	0.0	0.0	0.0	NA
ACVR1	chr2:158592957-158732374	128199	2797	703.444444444	378.555555556	0.206124335298	5.08418399763	0.0405422650703
ACVR1B	chr12:52345450-52390863	35619	4396	301.611111111	324.388888889	0.318089779917	2.77199465169	0.114751224257
ACVR1C	chr2:158383278-158485399	50016	8089	115.611111111	270.388888889	0.0868309835501	1.25567748546	0.0691507051419
ACVR2A	chr2:148602085-148688396	78286	4977	475.5	162.5	0.228165784909	1.22650642105	0.186029017862
ACVR2B	chr3:38495789-38534633	26216	11373	77.0	461.0	0.110333754896	1.5226847137	0.0724600134905
ACVR2B-AS1	chr3:38492517-38496311	1277	2517	5.0	63.0	0.147083246975	0.94024587226	0.156430622366
ACVRL1	chr12:52301201-52317145	6548	3985	1.0	36.0	0.00573687557688	0.339358144539	0.0169050770379
ACY1	chr3:52017299-52023218	4013	1157	0.0	0.0	0.0	0.0	NA
ACY3	chr11:67410025-67418130	6451	1300	6.27777777778	7.72222222222	0.0365563644254	0.223142885366	0.163824915885
ACYP1	chr14:75519927-75530736	8820	607	179.5	164.5	0.764504365	10.1803172655	0.0750963201897
ACYP2	chr2:54342409-54532435	173430	1222	309.888888889	54.1111111111	0.0671221536084	1.66341015113	0.0403521365809
ADA	chr20:43248162-43280376	27442	1532	194.388888889	450.611111111	0.266096877879	11.0491083559	0.0240831087278
ADAD1	chr4:123300120-123350947	42854	1730	151.166666667	5.83333333333	0.13251003632	0.126664464808	1.046150051
ADAD2	chr16:84224722-84230772	3566	2058	23.8333333333	8.16666666667	0.251065795601	0.149067703482	1.68424004487
ADAL	chr15:43622553-43646753	15826	1482	22.25	56.75	0.0528132575144	1.43847316295	0.0367148021073
ADAM10	chr15:58887402-59042177	139582	5034	1251.27777778	1896.72222222	0.336750629718	14.1538511132	0.0237921557196
ADAM11	chr17:42836567-42859214	16790	4402	16.75	32.25	0.0374755673852	0.275209728805	0.136170939697
