gene_id	DOG_iv	DOG_length	DOG_read_count	RPKM
ABHD16B	chr20:62494341-62496580,	2239	122.027777778	2.14239478863
ABHD17A	chr19:1866974-1876974,	10000	183.083333333	0.719687078355
ABHD17B	chr9:74467367-74477367,	10000	7.0	0.0275164836513
ABHD17C	chr15:81047962-81057962,	10000	4.0	0.0157237049436
ABHD2	chr15:89745591-89753097,	7506	4.0	0.0209481813797
ABHD3	chr18:19220857-19230857,	10000	9.0	0.035378336123
ABHD4	chr14:23081265-23091265,	10000	2.30555555556	0.00906296882164
ABHD5	chr3:43764217-43774217,	10000	12.0	0.0471711148307
ABHD6	chr3:58280461-58290461,	10000	3.0	0.0117927787077
ABHD8	chr19:17398455-17400162,chr19:17400162-17402939,	4484	1.0	0.00876656163223
ABI2	chr2:204296896-204298404,	1508	3.0	0.0782014503162
ABI3	chr17:47300587-47300731,chr17:47308128-47310587,	2603	2.0	0.0302030444556
ABI3BP	chr3:100467811-100468178,	367	0	0.0
ABL1	chr9:133763062-133767824,chr9:133767824-133768814,chr9:133769225-133773062,	9589	9.66666666667	0.0396276500299
ABLIM1	chr10:116180868-116190868,	10000	22.0	0.0864803771897
ABLIM2	chr4:7957036-7967036,	10000	4.0	0.0157237049436
ABLIM3	chr5:148639999-148649999,	10000	2.0	0.00786185247179
ABO	chr9:136120562-136130562,	10000	67.0	0.263372057805
ABR	chr17:896757-900356,chr17:905390-906757,	4966	10.9861111111	0.0869625299982
ABRA	chr8:107764921-107771710,	6789	2.0	0.0115802805594
ABRACL	chr6:139364439-139374439,	10000	14.0	0.0550329673025
ABT1	chr6:26600277-26610277,	10000	18.25	0.0717394038051
ABTB1	chr3:127399769-127401653,chr3:127401653-127407904,	8135	17.1018518519	0.0826381292278
ABTB2	chr11:34168458-34172533,	4075	141.125	1.36135451544
AC093375.1	chr2:156867046-156877046,	10000	18.0	0.0707566722461
ACAA2	chr18:47299873-47309873,	10000	6.5	0.0255510205333
ACACA	chr17:35431926-35441926,	10000	4.0	0.0157237049436
ACACB	chr12:109706030-109715782,	9752	2.0	0.00806178473317
ACAD10	chr12:112194911-112204690,	9779	6.0	0.0241185779889
ACAD11	chr3:132266981-132267876,chr3:132267876-132276981,	10000	5.5	0.0216200942974
ACAD8	chr11:134135746-134145746,	10000	33.1666666667	0.130375720157
ACAD9	chr3:128631957-128641957,	10000	291.416666667	1.14553742058
ACADL	chr2:211042715-211052715,	10000	1.0	0.00393092623589
ACADM	chr1:76229363-76239363,	10000	3.0	0.0117927787077
ACADS	chr12:121177811-121187811,	10000	5.05555555556	0.0198730159704
ACADSB	chr10:124817806-124827806,	10000	2.0	0.00786185247179
ACADVL	chr17:7128586-7128660,chr17:7137863-7138346,	557	0.666666666667	0.047048787982
ACAN	chr15:89418585-89420518,	1933	1.0	0.020335883269
ACAP1	chr17:7254793-7255207,chr17:7258262-7258496,chr17:7260538-7264793,	4903	1.38888888889	0.0111352636591
ACAP2	chr3:194991895-194995464,	3569	0	0.0
ACAP3	chr1:1227409-1227763,	354	0	0.0
ACAT1	chr11:108018891-108028118,	9227	30.6805555556	0.1307066227
ACBD3	chr1:226322379-226332379,	10000	12.0	0.0471711148307
ACBD4	chr17:43221543-43224683,chr17:43229468-43231543,	5215	20.5	0.154523466608
ACBD5	chr10:27475848-27484142,	8294	12.5	0.0592435229668
ACBD7	chr10:15115851-15117473,	1622	1.0	0.0242350569414
ACCS	chr11:44105569-44115569,	10000	19.0	0.074687598482
ACCSL	chr11:44081527-44087728,	6201	11.0	0.0697309927348
ACE	chr17:61575741-61585741,	10000	3.0	0.0117927787077
ACE2	chrX:15574652-15579155,	4503	0	0.0
ACER1	chr19:6296509-6306509,	10000	0	0.0
ACER2	chr9:19452500-19462500,	10000	19.0	0.074687598482
ACER3	chr11:76734850-76744850,	10000	20.0	0.0786185247179
ACHE	chr7:100486285-100486343,chr7:100487339-100487614,	333	0.518518518519	0.0612089503976
ACIN1	chr14:23526747-23527773,	1026	3.0	0.114939363623
ACKR2	chr3:42908775-42913683,chr3:42917633-42918775,	6050	1.0	0.00649739873701
ACKR3	chr2:237490994-237500994,	10000	2.0	0.00786185247179
ACLY	chr17:40021629-40023178,	1549	6.0	0.152263120822
ACN9	chr7:96811075-96821075,	10000	6.0	0.0235855574154
ACO1	chr9:32450832-32455299,	4467	12.5694444444	0.110610161042
ACOT11	chr1:55100417-55107412,	6995	8.0	0.0449569833984
ACOT2	chr14:74042362-74052362,	10000	10.0	0.0393092623589
ACOT4	chr14:74062470-74072470,	10000	6.0	0.0235855574154
ACOT6	chr14:74086592-74096592,	10000	5.0	0.0196546311795
ACOT7	chr1:6321035-6324331,	3296	1.0	0.011926353871
ACOT8	chr20:44460359-44462469,	2110	4.0	0.0745199286425
ACOT9	chrX:23711776-23714514,chrX:23714514-23721776,	10000	30.0	0.117927787077
ACOX1	chr17:73937119-73937588,	469	0.388888888889	0.0325947449079
ACOX2	chr3:58488087-58490862,	2775	1.5	0.0212482499238
ACOX3	chr4:8358008-8368008,	10000	80.0	0.314474098872
ACOXL	chr2:111875799-111878490,	2691	26.1388888889	0.381828480529
ACP1	chr2:278282-279560,	1278	1.0	0.0307584212511
ACP2	chr11:47260769-47260852,	83	0.930555555556	0.440716294854
ACP5	chr19:11675474-11685474,	10000	13.6111111111	0.0535042737663
ACPP	chr3:132087146-132097146,	10000	3.0	0.0117927787077
ACPT	chr19:51298481-51300949,chr19:51308110-51308481,	2839	28.0611111111	0.388538773776
ACR	chr22:51183727-51193727,	10000	1.0	0.00393092623589
ACRBP	chr12:6745297-6747241,	1944	0	0.0
ACSBG1	chr15:78462884-78463186,	302	1.02777777778	0.133778762627
ACSBG2	chr19:6193114-6200391,chr19:6200391-6203114,	10000	15.0	0.0589638935384
ACSF2	chr17:48552206-48556189,	3983	2.0	0.019738519889
ACSF3	chr16:89222254-89225627,chr16:89230083-89232254,	5544	44.8888888889	0.318280864057
ACSL1	chr4:185666748-185676748,	10000	11.0	0.0432401885948
ACSL3	chr2:223808119-223818119,	10000	30.0	0.117927787077
ACSL4	chrX:108874563-108884563,	10000	5.0	0.0196546311795
ACSL5	chr10:114188138-114190057,	1919	2.0	0.0409684860437
ACSL6	chr5:131281391-131285666,	4275	2.0	0.0183902981796
ACSM1	chr16:20624558-20634558,	10000	0	0.0
ACSM2A	chr16:20498991-20508991,	10000	1.0	0.00393092623589
ACSM2B	chr16:20538082-20548082,	10000	1.0	0.00393092623589
ACSM4	chr12:7480969-7490969,	10000	1.0	0.00393092623589
ACSM5	chr16:20452281-20462281,	10000	1.0	0.00393092623589
ACSS1	chr20:24976865-24986865,	10000	8.0	0.0314474098872
ACSS2	chr20:33515769-33516235,	466	0.0277777777778	0.00234318445153
ACSS3	chr12:81649582-81651753,	2171	0.5	0.00905326171325
ACTA1	chr1:229556992-229566992,	10000	2.0	0.00786185247179
ACTA2	chr10:90684830-90693259,chr10:90693259-90694830,	10000	9.0	0.035378336123
ACTB	chr7:5556778-5566778,	10000	36.4166666667	0.143151230424
ACTBL2	chr5:56765842-56775842,	10000	4.0	0.0157237049436
ACTG1	chr17:79466996-79476996,	10000	27.0	0.106135008369
ACTG1P4	chr1:104122156-104124008,	1852	1.0	0.0212253036495
ACTG2	chr2:74146780-74153952,	7172	8.08333333333	0.0443042206825
ACTL10	chr20:32262264-32263291,	1027	0	0.0
ACTL6A	chr3:179306193-179306254,	61	1.51388888889	0.975571401895
ACTL6B	chr7:100239173-100240725,	1552	1.0	0.0253281329632
ACTL7A	chr9:111626035-111629799,	3764	3.0	0.0313304429003
ACTL7B	chr9:111606868-111616868,	10000	4.0	0.0157237049436
ACTL8	chr1:18153558-18163558,	10000	1.0	0.00393092623589
ACTL9	chr19:8797746-8807746,	10000	6.0	0.0235855574154
ACTN1	chr14:69330839-69340839,	10000	15.0	0.0589638935384
ACTN1-AS1	chr14:69454180-69464180,	10000	5.0	0.0196546311795
ACTN2	chr1:236927927-236937927,	10000	8.0	0.0314474098872
ACTN3	chr11:66330800-66330934,chr11:66336047-66340800,	4887	2.0	0.0160872774131
ACTR10	chr14:58702353-58711522,	9169	13.9444444444	0.0597825090104
ACTR1A	chr10:104236802-104238985,	2183	8.16666666667	0.14705709693
ACTR1B	chr2:98262401-98262520,chr2:98264657-98272401,	7863	19.8611111111	0.0992910628776
ACTR2	chr2:65498390-65508390,	10000	7.0	0.0275164836513
ACTR3	chr2:114719129-114725245,chr2:114725245-114729129,	10000	39.0	0.1533061232
ACTR3B	chr7:152552464-152562464,	10000	15.0	0.0589638935384
ACTR3BP2	chr2:92130496-92140496,	10000	0	0.0
ACTR3BP5	chr10:38991371-39001371,	10000	2.0	0.00786185247179
ACTR3C	chr7:149934300-149944300,	10000	4.0	0.0157237049436
ACTR5	chr20:37401089-37411089,	10000	59.0	0.231924647918
ACTR6	chr12:100618202-100628202,	10000	7.0	0.0275164836513
ACTR8	chr3:53899827-53901093,	1266	8.0	0.248399762142
ACTRT1	chrX:127174940-127184940,	10000	2.0	0.00786185247179
ACTRT2	chr1:2939467-2949467,	10000	0	0.0
ACTRT3	chr3:169474710-169482397,chr3:169482848-169484710,	9549	5.0	0.0205829209126
ACVR1	chr2:158582957-158592957,	10000	6.0	0.0235855574154
ACVR1B	chr12:52390863-52400728,	9865	34.1666666667	0.136144598472
ACVR1C	chr2:158373278-158383278,	10000	2.0	0.00786185247179
ACVR2B	chr3:38534633-38537762,	3129	6.0	0.0753773007842
ACVR2B-AS1	chr3:38482517-38492517,	10000	3.0	0.0117927787077
ACVRL1	chr12:52317145-52327145,	10000	1.0	0.00393092623589
ACY1	chr3:52023218-52025216,chr3:52025216-52027643,chr3:52029958-52033218,	7685	6.55555555556	0.0335320823997
ACY3	chr11:67407031-67410025,	2994	0	0.0
ACYP1	chr14:75518235-75519927,	1692	0.194444444444	0.00451741588706
ACYP2	chr2:54532435-54542435,	10000	7.0	0.0275164836513
ADA	chr20:43247678-43248162,	484	1.01388888889	0.0823455048268
ADAD1	chr4:123350947-123360947,	10000	4.0	0.0157237049436
ADAD2	chr16:84230772-84240772,	10000	0	0.0
ADAL	chr15:43646753-43650369,	3616	4.5	0.0489191594622
ADAM10	chr15:58877402-58887402,	10000	25.0	0.0982731558974
ADAM11	chr17:42859214-42865815,chr17:42865815-42869214,	10000	4.0	0.0157237049436
ADAM12	chr10:127698161-127700953,	2792	0	0.0
ADAM17	chr2:9628591-9629410,	819	105.152777778	5.04698184303
ADAM18	chr8:39587583-39591254,chr8:39591254-39597583,	10000	4.5	0.0176891680615
ADAM19	chr5:156901730-156904311,	2581	2.0	0.0304604900108
ADAM1A	chr12:112339706-112341228,chr12:112341228-112349706,	10000	148.236111111	0.582705218274
ADAM2	chr8:39591254-39597583,chr8:39597583-39601254,	10000	2.5	0.00982731558974
ADAM20	chr14:70979077-70989077,	10000	3.80555555556	0.0149593581755
ADAM20P1	chr14:70926622-70935595,	8973	0.5	0.00219041916633
ADAM21	chr14:70926622-70935595,	8973	0.5	0.00219041916633
ADAM21P1	chr14:70702469-70712469,	10000	1.0	0.00393092623589
ADAM22	chr7:87832204-87834431,	2227	3.5	0.0617792628003
ADAM23	chr2:207485854-207495854,	10000	0	0.0
ADAM28	chr8:24212726-24222726,	10000	2.0	0.00786185247179
ADAM29	chr4:175899331-175909331,	10000	1.0	0.00393092623589
ADAM30	chr1:120426155-120436155,	10000	2.0	0.00786185247179
ADAM32	chr8:39142436-39152436,	10000	11.0	0.0432401885948
ADAM33	chr20:3638619-3639938,chr20:3644046-3648619,	5892	0	0.0
ADAM3A	chr8:39298563-39308563,	10000	5.0	0.0196546311795
ADAM5	chr8:39260375-39270375,	10000	6.0	0.0235855574154
ADAM6	chr14:106425817-106435817,	10000	0	0.0
ADAM7	chr8:24367077-24377077,	10000	1.0	0.00393092623589
ADAM8	chr10:135065919-135075919,	10000	30.0	0.117927787077
ADAM9	chr8:38962779-38965049,	2270	0	0.0
ADAMDEC1	chr8:24263526-24273526,	10000	4.0	0.0157237049436
ADAMTS1	chr21:28198605-28208605,	10000	2.0	0.00786185247179
ADAMTS10	chr19:8642331-8645123,	2792	1.0	0.0140792486959
ADAMTS12	chr5:33517286-33527286,	10000	4.0	0.0157237049436
ADAMTS13	chr9:136324525-136325086,	561	0	0.0
ADAMTS14	chr10:72522195-72530994,	8799	0.5	0.00223373464933
ADAMTS15	chr11:130346539-130356539,	10000	1.0	0.00393092623589
ADAMTS16	chr5:5320412-5330412,	10000	2.0	0.00786185247179
ADAMTS17	chr15:100501642-100511642,	10000	5.0	0.0196546311795
ADAMTS18	chr16:77306024-77316024,	10000	5.0	0.0196546311795
ADAMTS19	chr5:129074376-129083883,	9507	9.0	0.0372129337573
ADAMTS2	chr5:178527851-178537851,	10000	1.0	0.00393092623589
ADAMTS20	chr12:43738011-43748011,	10000	1.0	0.00393092623589
ADAMTS3	chr4:73136685-73146685,	10000	0	0.0
ADAMTS5	chr21:28280230-28290230,	10000	4.0	0.0157237049436
ADAMTS6	chr5:64434562-64444562,	10000	3.0	0.0117927787077
ADAMTS7	chr15:79041544-79044378,chr15:79045734-79051544,	8644	0	0.0
ADAMTS8	chr11:130264817-130274817,	10000	5.0	0.0196546311795
ADAMTS9	chr3:64491330-64501330,	10000	6.0	0.0235855574154
ADAMTS9-AS2	chr3:64997143-65007143,	10000	3.0	0.0117927787077
ADAMTSL1	chr9:18910947-18917657,chr9:18917657-18920947,	10000	1.0	0.00393092623589
ADAMTSL2	chr9:136440641-136443536,chr9:136445368-136450641,	8168	0	0.0
ADAMTSL5	chr19:1497924-1505016,	7092	1.22222222222	0.0067744858988
ADAP1	chr7:936071-937536,	1465	4.84722222222	0.130061931772
ADAP2	chr17:29286211-29296211,	10000	6.0	0.0235855574154
ADARB1	chr21:46646478-46656478,	10000	3.0	0.0117927787077
ADARB2	chr10:1213252-1220612,chr10:1220612-1223252,	10000	0	0.0
ADAT1	chr16:75622246-75632246,	10000	207.611111111	0.81610396353
ADAT2	chr6:143733968-143743968,	10000	25.0	0.0982731558974
ADC	chr1:33585995-33595995,	10000	29.2777777778	0.115088784795
ADCK1	chr14:78400297-78410297,	10000	3.0	0.0117927787077
ADCK2	chr7:140394908-140395135,	227	0	0.0
ADCK3	chr1:227175246-227177565,	2319	0	0.0
ADCK4	chr19:41196563-41197433,	870	4.0	0.180732240731
ADCY1	chr7:45762714-45763385,	671	0	0.0
ADCY10P1	chr6:41108573-41116243,chr6:41116243-41116998,	8425	14.0	0.0653210294392
ADCY2	chr5:7830194-7830490,	296	0	0.0
ADCY4	chr14:24787242-24787554,	312	0	0.0
ADCY5	chr3:122992982-123001142,	8160	12.5	0.0602163945449
ADCY6	chr12:49159569-49159974,	405	0	0.0
ADCY7	chr16:50352045-50352928,	883	28.4444444444	1.26628553717
ADCY8	chr8:131782546-131792546,	10000	1.0	0.00393092623589
ADCYAP1	chr18:912173-922173,	10000	3.0	0.0117927787077
ADCYAP1R1	chr7:31151093-31161093,	10000	3.0	0.0117927787077
ADD1	chr4:2931802-2932287,chr4:2936586-2937277,	1176	37.8055555556	1.26369770575
ADD2	chr2:70879215-70889215,	10000	16.0	0.0628948197743
ADD3	chr10:111895323-111905323,	10000	14.0	0.0550329673025
ADD3-AS1	chr10:111695316-111705316,	10000	1.0	0.00393092623589
ADGB	chr6:147136597-147146597,	10000	1.0	0.00393092623589
ADH1B	chr4:100222513-100227543,	5030	0.5	0.00390748134781
ADH1C	chr4:100247648-100257648,	10000	0	0.0
ADH5	chr4:99983960-99992129,	8169	7.0	0.0336840294421
ADH7	chr4:100323417-100333417,	10000	6.0	0.0235855574154
ADHFE1	chr8:67381044-67391044,	10000	8.0	0.0314474098872
ADI1	chr2:3491689-3493342,chr2:3493342-3501689,	10000	17.0	0.0668257460102
ADIG	chr20:37217104-37217504,chr20:37217504-37227104,	10000	0	0.0
ADIPOQ	chr3:186576252-186586252,	10000	1.0	0.00393092623589
ADIPOQ-AS1	chr3:186559675-186560462,	787	0	0.0
ADIPOR2	chr12:1897845-1901122,	3277	3.5	0.0419842594618
ADK	chr10:76469061-76479061,	10000	16.0	0.0628948197743
ADM	chr11:10328923-10329859,	936	0	0.0
ADM2	chr22:50924866-50925212,chr22:50928750-50931375,chr22:50931375-50934866,	6462	3.52777777778	0.021459972487
ADM5	chr19:50194247-50194364,	117	0	0.0
ADNP	chr20:49495454-49503714,chr20:49503714-49505454,	10000	45.0	0.176891680615
ADNP2	chr18:77898228-77905116,chr18:77905116-77905806,	7578	38.3472222222	0.198918054773
ADO	chr10:64568239-64571755,	3516	15.9583333333	0.178415902108
ADORA2B	chr17:15879210-15879874,	664	0.5	0.0296003481619
ADORA3	chr1:112015969-112016603,chr1:112021134-112025969,	5469	4.38888888889	0.0315458008407
ADPGK	chr15:73033707-73040817,chr15:73040817-73043707,	10000	20.5	0.0805839878358
ADPGK-AS1	chr15:73090540-73100540,	10000	3.0	0.0117927787077
ADPRH	chr3:119308792-119316694,	7902	2.0	0.00994919320651
ADPRHL1	chr13:114066254-114076254,	10000	1.0	0.00393092623589
ADPRHL2	chr1:36559533-36560843,chr1:36565850-36569533,	4993	8.0	0.0629829959687
ADPRM	chr17:10614875-10616638,	1763	21.0	0.468232847157
ADRA1A	chr8:26595666-26605666,	10000	1.0	0.00393092623589
ADRA1B	chr5:159400017-159410017,	10000	0	0.0
ADRA1D	chr20:4191277-4201277,	10000	6.0	0.0235855574154
ADRA2A	chr10:112840662-112850662,	10000	0	0.0
ADRA2B	chr2:96768622-96778622,	10000	5.0	0.0196546311795
ADRA2C	chr4:3770253-3780253,	10000	0	0.0
ADRB1	chr10:115806667-115816667,	10000	6.0	0.0235855574154
ADRB2	chr5:148208197-148218197,	10000	6.0	0.0235855574154
ADRB3	chr8:37810513-37820513,	10000	2.0	0.00786185247179
ADRBK1	chr11:67054029-67056761,	2732	61.9722222222	0.891684605527
ADRBK2	chr22:26125258-26135258,	10000	1.0	0.00393092623589
ADRM1	chr20:60883918-60884115,	197	0	0.0
ADSL	chr22:40762575-40766594,	4019	98.8611111111	0.96694634331
ADSS	chr1:244561793-244562388,chr1:244562388-244571793,	10000	53.5	0.21030455362
ADSSL1	chr14:105213647-105219469,	5822	1.0	0.00675184856732
ADTRP	chr6:11703887-11713887,	10000	381.555555556	1.49986674378
AEBP1	chr7:44154164-44154278,chr7:44163169-44164164,	1109	0.361111111111	0.0127998299435
AEBP2	chr12:19675173-19685173,	10000	14.0	0.0550329673025
AEN	chr15:89175512-89182038,	6526	97.6388888889	0.588126371402
AES	chr19:3047633-3052907,	5274	4.02777777778	0.0300206623796
AFAP1	chr4:7750439-7754564,chr4:7754564-7755816,	5377	2.0	0.0146212618036
AFAP1L1	chr5:148721367-148724976,	3609	4.0	0.0435680380814
AFAP1L2	chr10:116054259-116054582,	323	0	0.0
AFF1	chr4:88062206-88071255,chr4:88071255-88072206,	10000	17.0	0.0668257460102
AFF2	chrX:148082193-148092193,	10000	0	0.0
AFF3	chr2:100153715-100163715,	10000	7.0	0.0275164836513
AFF4	chr5:132204536-132209357,chr5:132210582-132211070,	5309	32.5138888889	0.240741568778
AFG3L1P	chr16:90067195-90071272,	4077	1.0	0.00964171262177
AFG3L2	chr18:12326568-12328942,	2374	11.5	0.190419762901
AFM	chr4:74369718-74374519,	4801	2.0	0.0163754477646
AFMID	chr17:76203782-76210276,	6494	2.0	0.0121063327253
AFP	chr4:74321502-74331502,	10000	9.0	0.035378336123
AFTPH	chr2:64820138-64830138,	10000	5.0	0.0196546311795
AGA	chr4:178341928-178351928,	10000	6.55555555556	0.0257694053242
AGAP1	chr2:237040444-237050444,	10000	1.0	0.00393092623589
AGAP11	chr10:88769960-88779960,	10000	1.0	0.00393092623589
AGAP2	chr12:58115340-58118075,	2735	13.5	0.194031093911
AGAP3	chr7:150841523-150845675,	4152	0.5	0.00473377436885
AGAP4	chr10:46311039-46321039,	10000	1.0	0.00393092623589
AGAP5	chr10:75424032-75434032,	10000	13.0	0.0511020410666
AGAP6	chr10:51770259-51770941,chr10:51770941-51780259,	10000	4.5	0.0176891680615
AGBL1	chr15:87572283-87582283,	10000	2.0	0.00786185247179
AGBL2	chr11:47671142-47681142,	10000	3.0	0.0117927787077
AGBL3	chr7:134820530-134830530,	10000	19.0	0.074687598482
AGBL4	chr1:48988526-48998526,	10000	0	0.0
AGBL5	chr2:27294567-27301434,	6867	4.77777777778	0.0273497772185
AGBL5-AS1	chr2:27264565-27272550,	7985	20.0	0.0984577642052
AGFG1	chr2:228425938-228435938,	10000	70.0	0.275164836513
AGFG2	chr7:100165843-100169852,chr7:100171270-100171633,	4372	20.3611111111	0.18306959254
AGGF1	chr5:76361058-76362531,chr5:76362531-76366258,chr5:76366258-76371058,	10000	60.6759259259	0.238512589109
AGK	chr7:141354209-141356527,	2318	25.8611111111	0.438559621036
AGL	chr1:100389579-100399579,	10000	0	0.0
AGMO	chr7:15229942-15239942,	10000	0	0.0
AGO1	chr1:36389899-36396682,	6783	63.2222222222	0.366389343985
AGO2	chr8:141531263-141537252,chr8:141537252-141541263,	10000	9104.56944444	35.7893908957
AGO3	chr1:36522063-36532063,	10000	342.75	1.34732496735
AGO4	chr1:36323490-36333490,	10000	9.0	0.035378336123
AGPAT2	chr9:139567130-139567594,	464	0	0.0
AGPAT3	chr21:45407475-45417475,	10000	4.0	0.0157237049436
AGPAT4	chr6:161541056-161548417,chr6:161548417-161551056,	10000	16.0	0.0628948197743
